"year","state_fips","state_name","supersector","employment_march","establishments","payroll_quarter1"
2003,47,"Tennessee","Leisure and Hospitality",235857,12453,779558000
2004,47,"Tennessee","Leisure and Hospitality",242881,12842,822680000
2005,47,"Tennessee","Leisure and Hospitality",248317,13149,829995000
2006,47,"Tennessee","Leisure and Hospitality",260803,13425,919584000
2007,47,"Tennessee","Leisure and Hospitality",272587,13966,984591000
2008,47,"Tennessee","Leisure and Hospitality",279622,14053,1019364000
2009,47,"Tennessee","Leisure and Hospitality",263096,13896,997655000
2010,47,"Tennessee","Leisure and Hospitality",257692,13971,1005534000
2011,47,"Tennessee","Leisure and Hospitality",259976,13971,1021574000
2012,47,"Tennessee","Leisure and Hospitality",270454,14351,1139147000
2013,47,"Tennessee","Leisure and Hospitality",280859,14561,1171048000
2014,47,"Tennessee","Leisure and Hospitality",289674,14629,1227208000
2015,47,"Tennessee","Leisure and Hospitality",301091,15039,1301264000
2016,47,"Tennessee","Leisure and Hospitality",315082,15568,1396951000
2017,47,"Tennessee","Leisure and Hospitality",328712,16337,1542021000
2018,47,"Tennessee","Leisure and Hospitality",338119,16483,1637948000
2019,47,"Tennessee","Leisure and Hospitality",346049,16878,1729189000
2020,47,"Tennessee","Leisure and Hospitality",350793,16997,1864313000
2021,47,"Tennessee","Leisure and Hospitality",308090,17516,1610249000
2001,47,"Tennessee","Manufacturing",447800,7013,3768018000
2002,47,"Tennessee","Manufacturing",407340,6833,3574861000
2003,47,"Tennessee","Manufacturing",392546,6824,3550443000
2004,47,"Tennessee","Manufacturing",391256,6804,3624554000
2005,47,"Tennessee","Manufacturing",394038,6671,3711232000
2006,47,"Tennessee","Manufacturing",391792,6659,3890547000
2007,47,"Tennessee","Manufacturing",358618,6729,3592413000
2008,47,"Tennessee","Manufacturing",341669,6600,3533961000
2009,47,"Tennessee","Manufacturing",276811,6214,2785049000
2010,47,"Tennessee","Manufacturing",263011,5961,2671056000
2011,47,"Tennessee","Manufacturing",263692,5790,2919557000
2012,47,"Tennessee","Manufacturing",269567,5833,3128868000
2013,47,"Tennessee","Manufacturing",256991,5650,2971894000
2014,47,"Tennessee","Manufacturing",279688,5632,3300925000
2015,47,"Tennessee","Manufacturing",314764,5645,3912883000
2016,47,"Tennessee","Manufacturing",318261,5724,4117155000
2017,47,"Tennessee","Manufacturing",325644,5795,4294712000
2018,47,"Tennessee","Manufacturing",334527,5743,4578184000
2019,47,"Tennessee","Manufacturing",339365,5694,4671930000
2020,47,"Tennessee","Manufacturing",333081,5694,4791468000
2021,47,"Tennessee","Manufacturing",332163,5725,4934969000
2001,47,"Tennessee","Other Services",115301,14497,511434000
2002,47,"Tennessee","Other Services",114588,14984,521104000
2003,47,"Tennessee","Other Services",110547,14604,512944000
2004,47,"Tennessee","Other Services",113029,14493,540708000
2005,47,"Tennessee","Other Services",112143,14566,557850000
2006,47,"Tennessee","Other Services",114121,14552,593102000
2007,47,"Tennessee","Other Services",114452,14762,621411000
2008,47,"Tennessee","Other Services",112668,14405,630472000
2009,47,"Tennessee","Other Services",108952,14197,625542000
2010,47,"Tennessee","Other Services",108323,14109,618374000
2011,47,"Tennessee","Other Services",106186,13863,614817000
2012,47,"Tennessee","Other Services",106938,13991,653123000
2013,47,"Tennessee","Other Services",106485,14096,656316000
2014,47,"Tennessee","Other Services",107035,14063,676952000
2015,47,"Tennessee","Other Services",108825,14138,702910000
2016,47,"Tennessee","Other Services",111791,14209,739890000
2017,47,"Tennessee","Other Services",112319,14555,770914000
2018,47,"Tennessee","Other Services",116462,14516,813083000
2019,47,"Tennessee","Other Services",118427,14554,847855000
2020,47,"Tennessee","Other Services",118548,14589,885330000
2021,47,"Tennessee","Other Services",110523,14863,859923000
2001,47,"Tennessee","Professional and Business Services",343259,17275,2832768000
2002,47,"Tennessee","Professional and Business Services",320308,17444,2755545000
2003,47,"Tennessee","Professional and Business Services",322571,17601,2982964000
2004,47,"Tennessee","Professional and Business Services",329773,17965,3135961000
2005,47,"Tennessee","Professional and Business Services",349189,18317,3403005000
2006,47,"Tennessee","Professional and Business Services",389017,18899,3909270000
2007,47,"Tennessee","Professional and Business Services",381587,19388,4018970000
2008,47,"Tennessee","Professional and Business Services",376543,19402,4351114000
2009,47,"Tennessee","Professional and Business Services",339683,19030,4062539000
2010,47,"Tennessee","Professional and Business Services",343492,18858,4050164000
2011,47,"Tennessee","Professional and Business Services",360144,18687,4448051000
2012,47,"Tennessee","Professional and Business Services",369961,18868,4721542000
2013,47,"Tennessee","Professional and Business Services",396379,19075,5132199000
2014,47,"Tennessee","Professional and Business Services",418539,19237,5302730000
2015,47,"Tennessee","Professional and Business Services",439679,19613,5873330000
2016,47,"Tennessee","Professional and Business Services",453258,19842,5897228000
2017,47,"Tennessee","Professional and Business Services",476320,20184,6261932000
2018,47,"Tennessee","Professional and Business Services",486379,20166,6652696000
2019,47,"Tennessee","Professional and Business Services",487357,20331,6819862000
2020,47,"Tennessee","Professional and Business Services",485180,20697,6925279000
2021,47,"Tennessee","Professional and Business Services",483151,21540,7253606000
2001,47,"Tennessee","Public Administration",19083,314,148851000
2002,47,"Tennessee","Public Administration",20655,281,165324000
2001,47,"Tennessee","Trade, Transportation, and Utilities",550800,36596,3642785000
