"state_fips","county_fips","employment_march","establishments","payroll_quarter1","year"
46,101,1716,160,12148000,2013
46,103,46130,3654,380511000,2013
46,105,735,128,4880000,2013
46,107,769,108,6761000,2013
46,109,2182,230,13281000,2013
46,111,452,54,3197000,2013
46,113,1845,66,13180000,2013
46,115,1290,188,10114000,2013
46,117,1065,110,7485000,2013
46,119,329,67,2333000,2013
46,121,1192,55,9675000,2013
46,123,1565,211,11132000,2013
46,125,1607,261,10413000,2013
46,127,8302,497,89354000,2013
46,129,2017,215,13205000,2013
46,135,10970,730,87871000,2013
46,137,268,43,1515000,2013
46,999,1222,151,21587000,2013
47,1,39455,1526,534392000,2013
47,3,11876,765,99857000,2013
47,5,3253,308,20376000,2013
47,7,474,98,3610000,2013
47,9,38321,2263,337692000,2013
47,11,37734,1881,329408000,2013
47,13,7598,577,50202000,2013
47,15,1474,172,10013000,2013
47,17,6526,437,44409000,2013
47,19,8547,686,53623000,2013
47,21,5638,538,50467000,2013
47,23,3072,238,17673000,2013
47,25,7026,416,53367000,2013
47,27,1148,100,6684000,2013
47,29,6036,484,42585000,2013
47,31,20471,1210,185122000,2013
47,33,1709,213,14061000,2013
47,35,14490,1084,102389000,2013
47,37,396610,18333,4735939000,2013
47,39,2984,208,25423000,2013
47,41,4137,292,31856000,2013
47,43,12790,897,95584000,2013
47,45,12300,792,97891000,2013
47,47,6926,588,62354000,2013
47,49,3474,239,22871000,2013
47,51,10475,663,89708000,2013
47,53,10941,917,76923000,2013
47,55,7280,543,58789000,2013
47,57,2403,220,13108000,2013
47,59,21597,1096,160781000,2013
47,61,1520,165,8406000,2013
47,63,25882,1291,216431000,2013
47,65,178107,8712,1688610000,2013
47,67,383,47,2497000,2013
47,69,5316,367,41795000,2013
47,71,6873,500,55995000,2013
47,73,9342,590,71887000,2013
47,75,4764,307,43009000,2013
47,77,6238,482,44016000,2013
47,79,8602,700,60661000,2013
47,81,2134,243,14400000,2013
47,83,1067,109,6657000,2013
47,85,4170,337,46407000,2013
47,87,972,90,8658000,2013
47,89,10691,651,80719000,2013
47,91,2863,243,22555000,2013
47,93,205667,10971,1953760000,2013
47,95,637,74,3719000,2013
47,97,4708,307,33302000,2013
47,99,8374,702,55630000,2013
47,101,1861,194,10319000,2013
47,103,7372,568,57011000,2013
47,105,12520,907,98667000,2013
47,107,13929,884,120649000,2013
47,109,4557,396,34371000,2013
47,111,3294,327,24423000,2013
47,113,50444,2537,432659000,2013
47,115,5303,414,39792000,2013
47,117,6872,477,55980000,2013
47,119,24671,1665,238668000,2013
47,121,1441,110,11570000,2013
47,123,10694,702,80946000,2013
47,125,40738,2662,313453000,2013
47,127,NA,64,NA,2013
47,129,1649,159,12663000,2013
47,131,9456,642,69073000,2013
47,133,3534,286,26035000,2013
47,135,1525,118,9766000,2013
47,137,602,82,4333000,2013
47,139,1456,210,9300000,2013
47,141,27314,1734,202712000,2013
47,143,8052,495,57082000,2013
47,145,8315,717,54072000,2013
47,147,16984,1060,141015000,2013
47,149,96226,4670,948595000,2013
47,151,3462,317,23263000,2013
47,153,1850,179,10836000,2013
47,155,34813,2546,185869000,2013
47,157,427802,19417,4853685000,2013
47,159,3690,264,31704000,2013
47,161,1354,147,9327000,2013
47,163,65497,3298,754914000,2013
47,165,39769,2935,328021000,2013
47,167,8470,694,61745000,2013
47,169,1056,119,6574000,2013
47,171,4053,248,39091000,2013
47,173,1747,191,10149000,2013
47,175,494,40,3783000,2013
47,177,9911,712,77385000,2013
47,179,50828,2783,435975000,2013
47,181,2440,199,15712000,2013
47,183,7248,576,46002000,2013
47,185,5128,366,38703000,2013
47,187,100666,6227,1534562000,2013
47,189,33048,2399,274198000,2013
47,999,35857,410,342133000,2013
48,1,11848,916,103455000,2013
48,3,5388,408,64832000,2013
48,5,30445,1869,239928000,2013
48,7,4091,507,24725000,2013
48,9,1642,197,14436000,2013
48,11,223,34,1327000,2013
48,13,10392,713,112346000,2013
48,15,8114,604,74655000,2013
48,17,1530,145,13662000,2013
48,19,2942,365,17861000,2013
48,21,12107,1135,89592000,2013
48,23,909,112,4816000,2013
48,25,5505,474,45194000,2013
48,27,85507,4876,801880000,2013
48,29,676165,33910,7273490000,2013
48,31,1793,260,15890000,2013
48,33,NA,6,NA,2013
48,35,2525,298,20079000,2013
48,37,31596,2192,244461000,2013
48,39,80192,5122,923191000,2013
48,41,57295,3991,445386000,2013
48,43,2436,270,14925000,2013
48,45,129,39,844000,2013
48,47,1571,131,10284000,2013
48,49,12964,925,90571000,2013
48,51,3199,328,31772000,2013
48,53,10414,1107,81950000,2013
48,55,6080,549,44720000,2013
48,57,8029,430,116346000,2013
48,59,1414,207,10438000,2013
48,61,99190,6306,614007000,2013
48,63,2201,215,20633000,2013
48,65,679,116,6893000,2013
48,67,5225,502,45520000,2013
48,69,1088,177,7751000,2013
48,71,10370,544,154131000,2013
48,73,11106,777,83343000,2013
48,75,1512,160,9868000,2013
48,77,862,124,5445000,2013
48,79,297,52,2270000,2013
48,81,241,66,1595000,2013
48,83,1444,218,9231000,2013
48,85,336461,19906,4921824000,2013
48,87,487,60,3538000,2013
48,89,6014,551,46013000,2013
48,91,40920,3093,358215000,2013
48,93,2417,263,17673000,2013
48,95,734,46,6015000,2013
48,97,13373,890,131817000,2013
48,99,9983,708,63155000,2013
48,101,154,27,753000,2013
48,103,1186,92,16446000,2013
48,105,1337,126,14816000,2013
48,107,640,98,5651000,2013
48,109,570,52,3365000,2013
48,111,1653,208,12898000,2013
48,113,1322022,62501,19331455000,2013
48,115,2818,277,24268000,2013
48,117,5131,399,43787000,2013
48,119,528,60,2034000,2013
48,121,182916,12517,1831222000,2013
48,123,5159,441,42236000,2013
48,125,250,42,1912000,2013
48,127,5806,234,74697000,2013
48,129,492,85,2339000,2013
48,131,2533,163,25415000,2013
48,133,5395,472,45847000,2013
48,135,62316,3582,742241000,2013
48,137,182,37,932000,2013
48,139,36269,2614,307451000,2013
48,141,221264,13814,1651196000,2013
48,143,11608,915,87027000,2013
48,145,1771,223,11589000,2013
48,147,4708,454,36703000,2013
48,149,6827,734,52886000,2013
48,151,555,70,5106000,2013
48,153,1017,157,6790000,2013
48,155,156,27,749000,2013
48,157,138739,10791,1531442000,2013
48,159,5741,168,25019000,2013
48,161,3926,349,39701000,2013
48,163,5060,314,58301000,2013
48,165,3803,391,44346000,2013
48,167,81745,5378,828767000,2013
48,169,1372,124,11046000,2013
48,171,8418,915,59836000,2013
48,173,236,23,3046000,2013
48,175,831,115,9360000,2013
48,177,4849,410,38178000,2013
48,179,7124,625,71137000,2013
48,181,39572,2513,321645000,2013
48,183,67669,4097,673859000,2013
48,185,6010,405,61900000,2013
48,187,27160,1880,244205000,2013
48,189,9615,716,75872000,2013
48,191,522,74,3715000,2013
48,193,1936,209,14248000,2013
48,195,1515,154,NA,2013
48,197,718,84,5500000,2013
48,199,8945,806,78341000,2013
48,201,1971437,95376,32147730000,2013
48,203,20657,1322,197730000,2013
48,205,1209,119,9404000,2013
48,207,1124,146,6850000,2013
48,209,44874,3545,329854000,2013
48,211,1710,172,18901000,2013
48,213,12921,1274,91470000,2013
48,215,178553,11678,1142936000,2013
48,217,7148,626,51189000,2013
48,219,7038,517,76999000,2013
48,221,12439,1211,104569000,2013
48,223,10113,751,80374000,2013
48,225,3538,354,28686000,2013
48,227,9370,697,85451000,2013
48,229,250,33,1770000,2013
48,231,21394,1366,222482000,2013
48,233,6409,483,88690000,2013
48,235,616,58,5681000,2013
48,237,2284,227,24631000,2013
48,239,4557,298,50253000,2013
48,241,9194,623,80271000,2013
48,243,382,56,2204000,2013
48,245,100836,5623,1175105000,2013
48,247,1369,95,9417000,2013
48,249,16131,940,161251000,2013
48,251,35000,2631,312864000,2013
48,253,2571,279,20780000,2013
48,255,3634,303,36064000,2013
48,257,21734,1703,181339000,2013
48,259,10932,1112,93587000,2013
48,261,107,13,1371000,2013
48,263,NA,17,NA,2013
48,265,15135,1383,120760000,2013
48,267,905,134,5501000,2013
48,271,367,38,2129000,2013
48,273,7685,567,53943000,2013
48,275,707,98,6822000,2013
48,277,15563,1187,129647000,2013
48,279,2536,245,22823000,2013
48,281,3613,386,23597000,2013
48,283,1856,125,24610000,2013
48,285,5370,486,43563000,2013
48,287,5426,421,56008000,2013
48,289,4251,362,57901000,2013
48,291,12382,1031,117413000,2013
48,293,5460,407,45626000,2013
48,295,872,95,7630000,2013
48,297,3996,283,49966000,2013
48,299,3529,434,22300000,2013
48,301,NA,2,NA,2013
48,303,107329,6918,831796000,2013
48,305,632,85,5505000,2013
48,307,2489,217,21806000,2013
48,309,96751,5022,796538000,2013
48,311,424,36,4769000,2013
48,313,2826,224,21389000,2013
48,315,1357,154,8330000,2013
48,317,1104,99,11776000,2013
48,319,828,134,5135000,2013
48,321,7902,730,112158000,2013
48,323,11360,771,66484000,2013
48,325,6548,687,45583000,2013
48,327,NA,39,929000,2013
48,329,79755,4977,1129066000,2013
48,331,4168,398,37389000,2013
48,333,876,109,5161000,2013
48,335,1601,143,14437000,2013
48,337,4722,420,40532000,2013
48,339,136265,9945,2051481000,2013
48,341,8332,460,81435000,2013
48,343,4183,235,49712000,2013
48,345,130,27,658000,2013
48,347,17763,1301,129178000,2013
48,349,13346,940,100973000,2013
48,351,1115,130,8050000,2013
48,353,4277,339,36287000,2013
48,355,133037,7868,1319947000,2013
48,357,4176,374,52689000,2013
48,359,505,38,NA,2013
48,361,19530,1361,215242000,2013
48,363,6702,627,55541000,2013
48,365,7664,487,85667000,2013
48,367,26889,2379,243336000,2013
48,369,3383,207,28805000,2013
48,371,4625,337,63814000,2013
48,373,8333,712,65140000,2013
48,375,60849,3630,553944000,2013
48,377,1000,130,6613000,2013
48,379,1310,158,7826000,2013
48,381,32194,2397,291817000,2013
48,383,1313,115,15679000,2013
48,385,541,78,2981000,2013
48,387,1375,169,10278000,2013
48,389,2337,214,21062000,2013
48,391,1744,150,21259000,2013
48,393,NA,14,1267000,2013
48,395,2740,278,33409000,2013
48,397,20809,1885,163810000,2013
48,399,2355,231,17564000,2013
48,401,12017,834,122665000,2013
48,403,1310,171,8709000,2013
48,405,1165,129,8520000,2013
48,407,1014,196,7593000,2013
48,409,15936,1044,159797000,2013
48,411,804,147,4699000,2013
48,413,508,54,4929000,2013
48,415,5743,434,73315000,2013
48,417,1445,129,19375000,2013
48,419,7005,523,55230000,2013
48,421,449,61,NA,2013
48,423,89369,5668,826425000,2013
48,425,3482,195,46374000,2013
48,427,9955,557,45002000,2013
48,429,2276,255,21218000,2013
48,431,406,46,6015000,2013
48,433,426,48,3680000,2013
48,435,1268,139,12547000,2013
48,437,1043,148,6312000,2013
48,439,729252,38782,8266933000,2013
48,441,53910,3379,419851000,2013
48,443,74,16,773000,2013
48,445,2423,235,19764000,2013
48,447,270,49,1697000,2013
48,449,13703,634,105711000,2013
48,451,39341,2738,328938000,2013
48,453,514749,31086,6805868000,2013
48,455,1766,182,11335000,2013
48,457,2384,258,14750000,2013
48,459,4409,464,34671000,2013
48,461,1127,86,14479000,2013
48,463,6964,622,43257000,2013
48,465,10352,765,58816000,2013
48,467,7950,836,58865000,2013
48,469,34376,2373,350481000,2013
48,471,11331,946,77903000,2013
48,473,10266,699,108221000,2013
48,475,3748,299,46687000,2013
48,477,12488,882,97769000,2013
48,479,71445,5091,480036000,2013
48,481,11541,982,97374000,2013
48,483,1764,200,15718000,2013
48,485,45010,3150,365005000,2013
48,487,3632,297,29340000,2013
48,489,2331,191,15041000,2013
48,491,137138,8908,1700432000,2013
48,493,5631,601,38672000,2013
48,495,1540,170,19649000,2013
48,497,18868,1269,200698000,2013
48,499,8057,800,60117000,2013
48,501,2548,184,33947000,2013
48,503,5955,589,50780000,2013
48,505,2218,163,24525000,2013
48,507,1880,109,10345000,2013
48,999,326558,810,4360365000,2013
49,1,1595,159,10907000,2013
49,3,16393,982,182374000,2013
49,5,38782,3041,285401000,2013
49,7,6338,513,58476000,2013
49,9,74,23,307000,2013
49,11,75584,6499,633082000,2013
49,13,7164,739,80670000,2013
49,15,2605,187,29307000,2013
49,17,1182,153,6128000,2013
49,19,3520,445,18303000,2013
49,21,11013,1204,71508000,2013
49,23,2084,188,14472000,2013
49,25,2128,249,13172000,2013
49,27,2813,241,27751000,2013
49,29,1452,235,12639000,2013
49,31,73,24,330000,2013
49,33,385,81,2469000,2013
49,35,524284,29886,5967825000,2013
49,37,2588,258,18946000,2013
49,39,4537,398,30190000,2013
49,41,5948,515,43341000,2013
49,43,26100,2144,216495000,2013
49,45,11037,758,107275000,2013
49,47,11090,1166,130721000,2013
49,49,170323,11374,1483292000,2013
49,51,5345,807,38272000,2013
49,53,40096,4195,291527000,2013
49,55,632,81,3655000,2013
49,57,75494,5007,615048000,2013
49,999,50898,335,478192000,2013
50,1,12178,1139,106968000,2013
50,3,15194,1403,126045000,2013
50,5,9094,944,76700000,2013
50,7,89448,5523,975177000,2013
50,9,494,116,3242000,2013
50,11,12038,1020,104324000,2013
50,13,624,180,4149000,2013
50,15,10592,944,80028000,2013
50,17,6169,766,51352000,2013
50,19,8190,793,60995000,2013
50,21,24163,2166,216278000,2013
50,23,25548,2217,251207000,2013
50,25,21909,1726,198158000,2013
50,27,19669,2043,180259000,2013
50,999,NA,139,28305000,2013
51,1,8779,760,60099000,2013
51,3,37158,2569,413589000,2013
51,5,2471,243,24524000,2013
51,7,1804,258,12059000,2013
51,9,6347,588,45985000,2013
51,11,2268,285,13243000,2013
51,13,132556,6219,2481373000,2013
51,15,19300,1409,173510000,2013
51,17,1454,128,12432000,2013
51,19,11923,1353,107009000,2013
51,21,1293,78,14044000,2013
51,23,9682,725,86440000,2013
51,25,2451,260,16208000,2013
51,27,6464,442,74090000,2013
51,29,1849,252,14327000,2013
51,31,13576,1157,131691000,2013
51,33,3717,374,31355000,2013
51,35,4205,412,25097000,2013
51,36,1496,141,12149000,2013
51,37,1731,232,11382000,2013
51,41,102530,6919,1030016000,2013
51,43,2981,355,32021000,2013
51,45,329,57,1976000,2013
51,47,11884,990,120179000,2013
51,49,888,142,6033000,2013
51,51,2213,202,22468000,2013
51,53,4699,350,51283000,2013
51,57,3497,297,23486000,2013
51,59,584523,29556,10951585000,2013
51,61,17008,1809,163781000,2013
51,63,2057,307,11842000,2013
51,65,2433,386,17647000,2013
51,67,12040,1161,75358000,2013
51,69,21853,1442,207358000,2013
51,71,3672,284,33549000,2013
51,73,6985,871,44651000,2013
51,75,17205,638,NA,2013
51,77,1753,167,11213000,2013
51,79,2381,322,15047000,2013
51,81,1776,96,12797000,2013
51,83,10121,711,82751000,2013
51,85,42300,3077,357944000,2013
51,87,163041,8868,2127406000,2013
51,89,10895,833,76583000,2013
51,91,361,86,1951000,2013
51,93,7885,638,62667000,2013
51,95,26035,1651,214798000,2013
51,97,664,103,5904000,2013
51,99,5582,468,75526000,2013
51,101,2840,307,29500000,2013
51,103,4187,469,34598000,2013
51,105,3197,286,21002000,2013
51,107,134845,8987,1893386000,2013
51,109,6385,539,68172000,2013
51,111,1511,177,1e+07,2013
51,113,2640,273,19201000,2013
51,115,1068,169,5250000,2013
51,117,9447,786,68511000,2013
51,119,2138,323,12822000,2013
51,121,28942,1935,242659000,2013
51,125,3062,378,18808000,2013
51,127,2726,339,17891000,2013
51,131,2832,317,19281000,2013
51,133,1682,334,9831000,2013
51,135,3712,293,22460000,2013
51,137,5984,657,48336000,2013
51,139,3954,410,25601000,2013
51,141,3760,294,23972000,2013
51,143,8074,816,56356000,2013
51,145,4426,650,33153000,2013
51,147,6580,540,45877000,2013
51,149,7999,466,73447000,2013
51,153,94198,7386,869199000,2013
51,155,10917,606,92778000,2013
51,157,1012,183,7397000,2013
51,159,1920,176,11907000,2013
51,161,28903,2015,260739000,2013
51,163,4390,434,28489000,2013
51,165,26765,1429,268710000,2013
51,167,5758,483,47752000,2013
51,169,3350,298,26419000,2013
51,171,11204,870,83248000,2013
51,173,9011,517,68075000,2013
51,175,1746,226,12518000,2013
51,177,27727,2329,242269000,2013
51,179,29297,2144,291073000,2013
51,181,NA,74,NA,2013
51,183,1991,191,14740000,2013
51,185,13482,1088,104924000,2013
51,187,9701,776,73971000,2013
51,191,16890,1176,143510000,2013
51,193,2399,324,14059000,2013
51,195,10295,773,94043000,2013
51,197,9454,689,70195000,2013
51,199,16731,1407,122376000,2013
51,510,83411,4640,1186022000,2013
51,515,3824,315,27349000,2013
51,520,11042,621,133630000,2013
51,530,1926,112,16111000,2013
51,540,31317,2013,364782000,2013
51,550,86962,5328,844421000,2013
51,570,9689,660,54973000,2013
51,580,3880,228,48408000,2013
51,590,24043,1330,187956000,2013
51,595,3930,236,26178000,2013
51,600,29657,2207,371820000,2013
51,610,9487,865,95246000,2013
51,620,3583,289,24452000,2013
51,630,20593,1313,189117000,2013
51,640,5076,300,36588000,2013
51,650,40712,2376,384915000,2013
51,660,23777,1559,169303000,2013
51,670,5985,415,71038000,2013
51,678,3828,287,33374000,2013
51,680,55822,2196,585541000,2013
51,683,21046,1416,292637000,2013
51,685,3012,321,29761000,2013
51,690,9141,576,61252000,2013
51,700,86291,3721,1068375000,2013
51,710,106493,5386,1136174000,2013
51,720,4446,240,38207000,2013
51,730,13700,713,112630000,2013
51,735,1311,214,7508000,2013
51,740,27079,1696,235262000,2013
51,750,4693,314,46679000,2013
51,760,122120,6000,1717527000,2013
51,770,66575,3180,686728000,2013
51,775,18587,969,202457000,2013
51,790,10578,757,69878000,2013
51,800,20921,1492,192726000,2013
51,810,149848,10720,1371065000,2013
51,820,9424,610,75046000,2013
51,830,9728,513,60197000,2013
51,840,23778,1307,211081000,2013
51,999,33868,462,668963000,2013
53,1,4267,357,35570000,2013
53,3,4559,431,34125000,2013
53,5,61436,4013,708824000,2013
53,7,26065,2432,236266000,2013
53,9,17145,2057,134946000,2013
53,11,114145,9723,1187312000,2013
53,13,763,133,5329000,2013
53,15,29580,2159,314853000,2013
53,17,6454,675,43339000,2013
53,19,953,133,13531000,2013
53,21,17565,1406,153890000,2013
53,23,315,44,2531000,2013
53,25,19611,1742,177906000,2013
53,27,15693,1662,134022000,2013
53,29,11378,1687,87700000,2013
53,31,6365,1028,50568000,2013
53,33,1051249,64171,16715708000,2013
53,35,55664,5598,486498000,2013
53,37,10225,1149,64037000,2013
53,39,3414,529,30716000,2013
53,41,18458,1809,153245000,2013
53,43,1515,257,12887000,2013
53,45,9450,988,76118000,2013
53,47,8128,1120,52004000,2013
53,49,3717,595,27614000,2013
53,51,1620,217,15610000,2013
53,53,227238,16584,2286466000,2013
53,55,4062,939,30470000,2013
53,57,38170,3351,364837000,2013
53,59,1414,196,9161000,2013
53,61,228568,17213,2782460000,2013
53,63,172432,12217,1706048000,2013
53,65,6701,859,55128000,2013
53,67,64870,5840,586824000,2013
53,69,456,84,3300000,2013
53,71,18854,1345,155138000,2013
53,73,69793,6218,686392000,2013
53,75,9777,828,83624000,2013
53,77,62573,4606,528883000,2013
53,999,39456,420,1172521000,2013
54,1,3005,235,17833000,2013
54,3,23149,1574,195507000,2013
54,5,6678,291,NA,2013
54,7,3053,257,21276000,2013
54,9,7330,404,64373000,2013
54,11,46449,2482,411630000,2013
54,13,1074,109,8562000,2013
54,15,885,98,7597000,2013
54,17,NA,70,NA,2013
54,19,8393,777,69253000,2013
54,21,1310,127,8741000,2013
54,23,2657,243,21029000,2013
54,25,10895,958,78310000,2013
54,27,2663,335,16946000,2013
54,29,9706,580,74788000,2013
54,31,4686,253,31921000,2013
54,33,27961,1834,269500000,2013
54,35,6685,514,54541000,2013
54,37,13502,826,102642000,2013
54,39,87931,5185,906259000,2013
54,41,5622,392,49687000,2013
54,43,2218,201,19990000,2013
54,45,10322,658,114485000,2013
54,47,3046,267,26360000,2013
54,49,18104,1223,174015000,2013
54,51,9559,510,96205000,2013
54,53,4457,327,47982000,2013
54,55,18552,1304,147809000,2013
54,57,6154,449,57806000,2013
54,59,5084,418,53724000,2013
54,61,44269,2248,434487000,2013
54,63,1417,177,10977000,2013
54,65,1975,226,14764000,2013
54,67,7735,567,69119000,2013
54,69,27606,1416,223734000,2013
54,71,1157,131,7415000,2013
54,73,2103,112,26280000,2013
54,75,2936,209,17978000,2013
54,77,4465,534,30151000,2013
54,79,16900,1218,165692000,2013
54,81,30251,1826,286037000,2013
54,83,9451,686,65100000,2013
54,85,2438,209,23395000,2013
54,87,2405,247,17835000,2013
54,89,1397,160,8253000,2013
54,91,2416,229,20529000,2013
54,93,2053,174,14685000,2013
54,95,1534,108,17238000,2013
54,97,6680,538,55892000,2013
54,99,7220,529,77731000,2013
54,101,1145,137,8530000,2013
54,103,4353,358,43080000,2013
54,105,409,63,2108000,2013
54,107,33351,2052,272919000,2013
54,109,3590,286,40272000,2013
54,999,4406,232,70364000,2013
55,1,3157,329,18862000,2013
55,3,6499,520,52767000,2013
55,5,15523,1279,122500000,2013
55,7,2106,426,11806000,2013
55,9,136465,6321,1407365000,2013
55,11,2922,316,25693000,2013
55,13,3265,403,23383000,2013
55,15,12912,893,114310000,2013
55,17,20673,1553,167396000,2013
55,19,8071,741,60011000,2013
55,21,19020,1378,145294000,2013
55,23,6203,404,45184000,2013
55,25,259423,13388,3056303000,2013
55,27,30589,1738,333552000,2013
55,29,10366,1305,77899000,2013
55,31,13173,1026,118107000,2013
55,33,13346,888,112523000,2013
55,35,48223,2673,429054000,2013
55,37,583,103,3131000,2013
55,39,40881,2365,351322000,2013
55,41,1658,254,10753000,2013
55,43,13511,1218,99150000,2013
55,45,13021,915,111317000,2013
55,47,5703,491,45544000,2013
55,49,8287,554,74460000,2013
55,51,1467,216,8434000,2013
55,53,5965,429,53816000,2013
55,55,29052,1906,239621000,2013
55,57,6349,550,55076000,2013
55,59,48460,3025,433562000,2013
55,61,5199,452,51034000,2013
55,63,59715,3011,513129000,2013
55,65,2859,362,18353000,2013
55,67,6275,553,50484000,2013
55,69,8520,664,74778000,2013
55,71,29609,1756,280282000,2013
55,73,60858,3281,547434000,2013
55,75,16236,1080,139068000,2013
55,77,3618,290,26285000,2013
55,78,NA,26,NA,2013
55,79,443721,19389,5551438000,2013
55,81,14838,959,130028000,2013
55,83,6815,757,47181000,2013
55,85,13433,1338,110477000,2013
55,87,95420,4899,960316000,2013
55,89,36758,2732,357288000,2013
55,91,1656,219,12437000,2013
55,93,6442,788,45677000,2013
55,95,11464,1110,89069000,2013
55,97,28001,1615,267661000,2013
55,99,4605,428,36830000,2013
55,101,67537,3976,719608000,2013
55,103,4845,366,35103000,2013
55,105,54042,3202,479709000,2013
55,107,4253,318,30888000,2013
55,109,27935,2133,225026000,2013
55,111,29550,1781,238215000,2013
55,113,4920,660,35100000,2013
55,115,10047,898,73086000,2013
55,117,49417,2655,494871000,2013
55,119,7048,484,51684000,2013
55,121,11920,648,105901000,2013
55,123,6925,610,47419000,2013
55,125,5247,924,30280000,2013
55,127,33511,2589,261429000,2013
55,129,4383,519,26999000,2013
55,131,49387,3173,475686000,2013
55,133,222812,12424,2665601000,2013
55,135,15799,1209,128515000,2013
55,137,4807,480,31990000,2013
55,139,83823,3489,982143000,2013
55,141,34380,1762,357304000,2013
55,999,24641,367,279338000,2013
56,1,9773,1024,74267000,2013
56,3,2664,301,22516000,2013
56,5,22950,1470,337679000,2013
56,7,4012,530,38261000,2013
56,9,4712,475,53507000,2013
56,11,1504,228,14192000,2013
56,13,11732,1367,107813000,2013
56,15,3235,347,20581000,2013
56,17,1668,187,13783000,2013
56,19,2402,418,18549000,2013
56,21,33066,2909,299333000,2013
56,23,4021,625,41326000,2013
56,25,35672,2944,392731000,2013
56,27,457,93,2913000,2013
56,29,9394,1204,82035000,2013
56,31,2113,269,19737000,2013
56,33,9474,1142,75274000,2013
56,35,3416,460,56858000,2013
56,37,17053,1347,233661000,2013
56,39,15357,1952,137649000,2013
56,41,7712,595,83348000,2013
56,43,2986,378,22818000,2013
56,45,1668,220,15079000,2013
56,999,5594,144,130228000,2013
1,1,10202,817,71561000,2014
1,3,56531,4969,405381000,2014
1,5,6481,464,51459000,2014
1,7,3424,274,29756000,2014
1,9,6446,656,45490000,2014
1,11,NA,108,NA,2014
1,13,5920,408,40365000,2014
1,15,35096,2309,271659000,2014
1,17,5989,536,43971000,2014
1,19,3714,357,26601000,2014
1,21,7259,721,52470000,2014
1,23,2918,248,36273000,2014
1,25,6999,602,58167000,2014
1,27,3125,187,22309000,2014
1,29,1750,161,15893000,2014
1,31,12900,966,91813000,2014
1,33,20152,1223,180833000,2014
1,35,2381,192,17297000,2014
1,37,1127,94,7964000,2014
1,39,10727,812,76785000,2014
1,41,3144,206,22605000,2014
1,43,22880,1698,190272000,2014
1,45,10973,758,121187000,2014
1,47,10056,743,81584000,2014
1,49,17391,1065,131843000,2014
1,51,14684,1142,112065000,2014
1,53,9942,727,83731000,2014
1,55,28573,1995,222385000,2014
1,57,3045,309,22822000,2014
1,59,10094,509,76143000,2014
1,61,3667,402,25271000,2014
1,63,1470,100,10087000,2014
1,65,1833,198,14934000,2014
1,67,2584,290,20562000,2014
1,69,42566,2702,363283000,2014
1,71,12741,859,91677000,2014
1,73,318416,16213,3896627000,2014
1,75,2861,241,25701000,2014
1,77,26459,1974,185130000,2014
1,79,3544,395,34394000,2014
1,81,39528,2576,291514000,2014
1,83,16004,1301,130658000,2014
1,85,2135,100,29749000,2014
1,87,5280,206,49974000,2014
1,89,154403,8150,1824319000,2014
1,91,6103,466,5.1e+07,2014
1,93,7384,538,53630000,2014
1,95,30052,1804,227726000,2014
1,97,142481,8492,1342995000,2014
1,99,5282,395,49128000,2014
1,101,103313,5567,985020000,2014
1,103,42524,2568,420651000,2014
1,105,1657,116,12023000,2014
1,107,2746,271,19863000,2014
1,109,11058,635,93141000,2014
1,111,3557,332,22963000,2014
1,113,11097,780,87426000,2014
1,115,15609,1257,117885000,2014
1,117,79232,4891,966893000,2014
1,119,3056,206,25984000,2014
1,121,24299,1256,241411000,2014
1,123,10666,720,77872000,2014
1,125,73786,3985,696995000,2014
1,127,14947,1248,123486000,2014
1,129,5408,209,90700000,2014
1,131,1743,182,17962000,2014
1,133,6769,449,45594000,2014
1,999,31775,384,245492000,2014
2,13,NA,58,NA,2014
2,16,4738,116,49447000,2014
2,20,147597,8710,2205288000,2014
2,50,3201,230,32471000,2014
2,60,327,70,3893000,2014
2,68,459,100,7854000,2014
2,70,1291,98,14398000,2014
2,90,27435,2471,319758000,2014
2,100,607,140,5297000,2014
2,105,209,75,1490000,2014
2,110,11223,1157,122152000,2014
2,122,15294,2074,175469000,2014
2,130,4973,595,54611000,2014
2,150,4818,483,44160000,2014
2,164,129,50,1165000,2014
2,170,17200,2089,193677000,2014
2,180,1998,173,22538000,2014
2,185,6323,162,124896000,2014
2,188,1745,74,33614000,2014
2,195,1090,172,8604000,2014
2,198,891,138,6565000,2014
2,220,2854,382,25563000,2014
2,230,372,109,2656000,2014
2,240,1223,170,20168000,2014
2,261,2982,488,41004000,2014
2,270,647,72,4062000,2014
2,275,556,82,4964000,2014
2,282,143,27,1057000,2014
2,290,301,100,2507000,2014
2,999,NA,87,NA,2014
4,1,6723,460,61298000,2014
4,3,26487,2222,218185000,2014
4,5,47538,3522,402983000,2014
4,7,11296,1028,117471000,2014
4,9,6636,482,59847000,2014
4,11,6753,95,109374000,2014
4,12,3823,346,27185000,2014
4,13,1527799,87501,17868361000,2014
4,15,40695,3630,322853000,2014
4,17,17975,1687,147763000,2014
4,19,303841,19931,2938513000,2014
4,21,46208,3348,387367000,2014
4,23,11139,1142,79641000,2014
4,25,55932,5647,454431000,2014
4,27,41082,2907,329659000,2014
4,999,87150,486,828182000,2014
5,1,8270,524,72358000,2014
5,3,6442,401,63933000,2014
5,5,12535,1027,94117000,2014
5,7,103273,5624,1922612000,2014
5,9,12177,872,94519000,2014
